345, 333, 8
346, 456, 0
347, 535, -9
348, 443, -15
349, 371, -14
350, 495, -7
351, 364, 4
352, 375, 14
353, 388, 19
354, 424, 14
355, 367, 3
356, 487, -10
357, 475, -20
358, 391, -21
359, 446, -12
360, 434, 1
361, 456, 16
362, 332, 23
363, 427, 21
364, 343, 8
365, 213, -8
366, 319, -22
367, 165, -26
368, 460, -18
369, 135, -2
370, 289, 14
371, 524, 26
372, 142, 26
373, 285, 14
374, 303, -3
375, 218, -20
376, 240, -28
377, 155, -24
378, 231, -8
379, 216, 10
380, 305, 25
381, 492, 29
382, 466, 20
383, 296, 2
384, 486, -16
385, 471, -27
386, 338, -26
387, 443, -14
388, 330, 4
389, 503, 20
390, 376, 28
391, 381, 22
392, 483, 7
393, 422, -10
394, 613, -23
395, 629, -26
396, 401, -17
397, 379, 0
398, 539, 15
399, 376, 24
400, 313, 22
401, 316, 10
402, 363, -5
403, 344, -18
404, 295, -22
405, 405, -16
406, 231, -3
407, 359, 10
408, 282, 18
409, 354, 18
410, 147, 10
411, 165, -2
412, 354, -12
413, 78, -17
414, 212, -13
415, 186, -3
416, 177, 6
417, 328, 13
418, 453, 13
419, 413, 7
420, 298, -1
421, 414, -9
422, 368, -11
423, 253, -8
424, 209, -1
425, 522, 5
426, 362, 9
427, 398, 8
428, 589, 3
429, 561, -2
430, 520, -7
431, 408, -7
432, 631, -3
433, 467, 2
434, 392, 6
435, 548, 7
436, 617, 4
437, 356, -1
438, 322, -6
439, 589, -8
440, 338, -5
441, 414, 0
442, 414, 6
443, 479, 9
444, 367, 7
445, 337, 1
446, 279, -6
447, 267, -11
448, 254, -11
449, 199, -5
450, 238, 3
451, 134, 11
452, 242, 13
453, 275, 10
454, 294, 1
455, 358, -8
456, 363, -14
457, 260, -14
458, 310, -7
459, 272, 3
460, 282, 13
461, 290, 16
462, 253, 12
463, 475, 2
464, 349, -8
465, 398, -16
466, 541, -16
467, 466, -9
468, 504, 2
469, 482, 13
470, 387, 18
471, 430, 14
472, 413, 4
473, 421, -8
474, 383, -16
475, 488, -17
476, 518, -10
477, 384, 1
478, 474, 12
479, 392, 17
480, 423, 14
481, 500, 5
482, 355, -6
483, 379, -15
484, 320, -16
485, 287, -10
486, 265, 0
487, 347, 11
488, 51, 16
489, 326, 13
490, 504, 4
491, 391, -5
492, 277, -13
493, 335, -14
494, 386, -8
495, 101, 1
496, 265, 10
497, 244, 14
498, 322, 10
499, 337, 2
500, 51, 16
501, 326, 13
502, 504, 4
503, 391, -5
504, 277, -13
505, 335, -14
506, 386, -8
507, 101, 1
508, 265, 10
509, 244, 14
510, 322, 10
511, 337, 2
512, 294, 1

